,"Textiles, industries de l'habillement, industrie du cuir et de la chaussure 001562874",Textiles 001563047,Préparation de fibres textiles et filature 001563401,Tissage 001563404,Ennoblissement textile 001563407,Autres textiles 001563410,Industrie de l'habillement 001563050,"Vêtements, autres qu'en fourrure 001563413",Articles à mailles 001563416,Industrie automobile 001562965,Construction de véhicules automobiles 001562980,Carrosseries et remorques 001562983,Equipements automobiles 001562986,Autres matériels de transport 001562967,Navale 001562989,Locomotives et autre matériel ferroviaire roulant 001562992,Aéronautique et spatiale 001563059,Matériels de transport n.c.a. 001563062,"Produits informatiques, électroniques et optiques 001562888",Composants et cartes électroniques 001562745,Ordinateurs et d'équipements périphériques 001562748,Equipements de communication 001562751,Produits électroniques grand public 001562814,"Instruments et d'appareils de mesure, d'essai et de navigation - horlogerie 001562817","Equipements d'irradiation médicale, d'équipements électro médicaux et électro thérapeutiques",Matériels optique et photographique 001562823,Equipements électriques 001562890,"Moteurs, génératrices et transformateurs électriques etmatériel de distribution et de commande électrique",Piles et accumulateurs électriques 001562829,Fils et câbles et matériel d'installation électrique 001562892,Appareils d'éclairage électrique 001562895,Appareils ménagers 001562898,Autres matériels électriques 001562901,Machines et équipements n.c.a. 001562953,Machines d'usage général 001562904,Autres machines d'usage général 001562907,Machines agricoles et forestières 001562910,Machines de formage des métaux et machines-outils 001562974,Autres machines d'usage spécifique 001562977,Industries alimentaires 001563038,Transformation et conservation de la viande et préparation de produits à base de viande  001563291,Transformation et conservation de fruits et légumes 001563294,Fabrication d'huiles et graisses végétales et animales 001563297,Fabrication de produits laitiers 001563340,Travail des grains - fabrication de produits amylacés 001563343,Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires 001563346,Fabrication d'autres produits alimentaires001563349,Fabrication d'aliments pour animaux 001563352,Fabrication de boissons 001563041,Fabrication de produits à base de tabac 001563044
1993-01-31,341.396398893,157.965775237,219.762611708,144.199780119,224.381966296,144.609049103,714.359419011,884.269845023,345.888532469,50.159288288,57.548255282,49.510226523,43.996618876,94.746995357,129.499182453,139.6,79.758196208,70.3,38.611733054,24.790067493,62.753309796,35.7,45.8,60.342211196,25.2,33.8,98.384143569,116.614859054,111.895102535,70.965443654,51.110056075,125.200726645,59.8,63.850317436,66.865216791,50.630609911,62.923812842,79,82.30233387,75.344934325,94.401694897,40.539689036,110.5,86.376504087,83.946469322,89.854377366,63.267556956,102.220279935,66.824041487,216.582748932
1993-02-28,334.9,154.857460666,210.4,146.2,218.8,139.431271318,698.1,864.2,332.3,49.2,55,50.7,43.8,87.9,119.5,76.2,77.8,131.5,44.8,24.4,49.8,48.7,36.4,73.7,43.4,30.5,97.339701143,112.124202967,69.5,85.1,49.2,114.3,69.1,65,67.9,50.717336312,52.5,98.7,87.4,72.606186057,86.7,35.7,102.2,83.801100464,77.49955771,105.6,67.6,91.500123246,64.3,193
1993-03-31,341.555589162,164.894514086,232.412500142,164.294804188,249.678908464,142.694639256,699.456969979,891.224445071,273.991266312,53.701606953,60.153178239,51.891441375,47.067306941,96.858157473,130.822484381,77.5,88.033311994,129.9,60.927622666,26.581921301,94.894241125,70.4,45,90.362576353,102.8,41.7,104.000223616,128.980015227,102.679899454,79.107876065,56.167338265,103.118278708,77.1,75.437639038,73.316514292,61.214398884,73.793625912,101.3,102.462814936,77.796470725,93.587699635,34.417351279,110.9,96.374243927,80.475785418,107.373651341,72.33626778,98.857612331,79.670010546,200.42624928
1993-04-30,307.20572025,163.907977347,211.567001927,158.774902883,243.815988349,144.891796931,583.658621248,686.019321742,355.323223243,54.140994448,62.261502658,55.722655839,46.884327463,73.963076862,84.042259889,105.6,63.416057929,145.6,54.903182918,23.41359283,38.951253502,69.6,36.2,99.969276986,48.3,51.3,96.129657076,104.679713616,65.781546489,77.886651909,55.289623342,132.650356846,86,69.929657876,73.472866484,57.396855029,71.384110347,77.9,88.44678594,74.516132574,91.879999102,29.737411879,102.6,95.402229989,75.66565443,101.882601084,70.156743901,93.650822834,84.686637118,181.69146817
1993-05-31,285.279238286,156.229887598,202.67678482,145.519918951,227.065467273,142.464423375,554.017950443,676.637422849,288.896713159,50.877314909,60.248255282,48.48939711,43.189341466,66.807457009,102.738068739,125.8,44.689417331,131.7,55.931486463,25.806053865,69.304174669,60.7,38.5,91.433791203,60.3,57.9,90.074325394,95.823860352,63.315757384,78.402870063,55.709961122,117.890486849,103,69.627250919,69.600612023,57.906865227,55.955390593,80.7,94.480237772,74.933213372,94.296804125,37.506794594,87.8,96.980532598,77.001992541,101.021549697,64.705455978,87.453972965,87.43332531,169.481257902
1993-06-30,319.075755285,172.191973504,217.699559011,160.164183284,249.229528844,157.534962859,606.850354543,751.935063536,285.083769381,56.773620632,67.025872359,53.347267313,47.384963034,75.637340919,107.54644068,82.8,63.12109952,124.7,78.36748293,27.084367977,101.635879892,96.8,18,124.39302715,162.6,50.9,110.478262486,122.520606427,73.404019163,89.437322802,75.763598354,142.111303546,97.6,80.359507418,78.487217074,69.134860044,68.344402352,117.6,103.535350994,99.059144493,101.644079772,128.49744531,87.5,90.967208966,77.184357609,112.405224941,68.479297141,92.375994879,95.076432876,201.781882794
1993-07-31,335.943353157,144.577045859,148.523440119,123.23658161,184.728487436,145.080838937,758.693811892,923.334783688,396.961296021,49.557257242,60.56853191,50.32952875,39.544737523,56.715881925,79.748971019,41,48.103384243,128.2,48.231519091,25.149809908,48.831207876,60.5,46.2,75.010618936,46.6,37.5,95.80577412,102.267980919,77.155820691,85.646634964,74.50421752,105.785165585,105.8,70.317743546,68.210958472,62.882756775,56.67761424,108.3,86.959821026,100.5623917,95.065725917,161.0193427,65.2,85.108916178,74.595780563,85.958474109,61.204010232,87.526809608,87.33623989,149.63409064
1993-08-31,184.16232162,62.162114031,74.612720762,55.907327267,92.364243718,57.651335445,427.955426259,570.156472854,115.110740192,14.345521833,4.76853191,14.938445784,23.426502735,59.024670039,56.576628496,63.4,58.045419817,78.2,45.424374865,23.64683322,43.232394399,60,23.8,68.19147176,51,20.9,68.719324892,65.736533368,71.845095371,63.557233215,64.37645713,80.292345795,97.1,48.481179311,52.084725999,41.754951553,19.796968095,69.2,60.210659489,108.4909635,94.160338051,190.859992031,98.2,79.388151765,79.308148421,95.699095591,63.311033535,87.828279675,80.602605744,83.722638475
1993-09-30,329.767713576,167.73873281,203.957397929,153.713952854,250.213847679,153.87366033,654.819580673,813.985070098,301.882296109,49.862049425,56.025872359,54.040088966,43.701678092,77.902521702,120.187344635,88,63.21941899,103.3,75.144010439,32.838556045,97.948281821,70.7,50.7,132.204671939,146.5,18.9,105.24560126,114.339423536,92.350191676,75.367424936,66.169513445,144.279437164,131.2,70.724313079,73.022917151,66.449045337,60.696104814,102.3,73.457487762,121.82796278,91.782358296,216.118381315,105.6,79.436154309,86.782925158,144.858177023,90.187431681,97.475306698,89.685501115,211.144406113
1993-10-31,326.39781233,175.937317863,251.478817309,166.134394559,265.356961981,155.230052709,642.078503022,769.76667103,367.027316359,49.543836898,53.248255282,56.553949472,46.519360784,78.869914524,154.004570106,60.1,57.413487543,108.1,80.34055914,26.923638875,73.07853489,94.5,61,166.503592929,46.8,38.8,104.334383743,98.397003756,120.940210733,83.257856746,80.140567926,191.095845932,78.5,76.924430054,80.03563828,68.012775389,61.155705704,79.9,92.247622057,114.767215536,94.50658567,110.296261193,111.7,84.008614225,92.933439274,120.1505023,185.180852585,102.324268012,100.027887646,217.318709729
1993-11-30,285.910884661,156.160307005,230.453075411,145.77520771,233.677291263,137.645184257,561.557097638,686.514928823,284.003162399,45.7151067,50.625872359,45.429305559,40.814779084,74.357021346,130.359322037,112,52.502596797,95.4,73.813156634,30.854353263,93.939838718,60.6,35.6,145.751448345,72.7,27.9,110.6757214,105.271124428,114.867370528,108.918719848,67.455318639,167.833252384,107.1,68.737675072,68.552126305,61.475314399,52.949752181,76.6,86.163647807,100.044807623,89.243697321,68.42588419,104.2,81.30871874,90.840051648,104.046131223,177.019969843,95.023714478,97.624873345,173.304207697
1993-12-31,263.101993464,136.248450842,194.833665927,126.236140161,232.814456307,115.759904276,527.873436223,631.584148871,295.996250742,40.617993076,47.888808538,44.506511388,32.8759555,67.43908038,127.485676828,132.5,42.700543359,58.9,121.422111318,31.423981314,241.516920021,136.4,31.4,241.786262515,132.5,27.8,102.416663157,97.077522842,87.828191726,106.282127893,67.872965679,144.600394621,106.3,75.932636669,64.269135137,72.127824941,60.588450748,88.8,105.924396521,83.86361687,86.255055128,43.740783614,93,82.285014358,84.26084335,105.033081284,121.932679023,97.206748471,92.188197343,159.493449691
1994-01-31,346.191865344,158.680552501,265.597644318,146.738508642,254.106900194,134.294420601,728.815602209,911.445264984,332.210495835,48.312934117,54.348255282,48.081065345,43.492070494,99.386402093,146.519660907,150.4,79.965091659,74.1,39.141740066,28.447618434,84.481045997,32.9,38.5,50.728367379,26.8,42.3,97.871191829,112.70368108,102.54510305,69.829170174,58.46990415,133.437616556,64.6,64.863814538,70.208477631,51.641200927,67.188071233,57.8,81.794921208,77.609399564,96.604401112,41.045171443,105.3,88.332587016,85.784713176,97.712757895,67.581254022,106.067838793,70.571184,222.15502354
1994-02-28,336.2,157.277108489,246.1,146.6,237.2,136.003459875,702.2,881.2,308.2,47,51,49.1,43.3,96.1,135.4,120.4,79.3,138.9,47.8,26.6,63.2,59,27.7,67.3,57.7,39.4,96.834827175,108.386729535,63.1,89.1,50.7,117,72.4,66.8,71.5,52.733930201,67.8,68.4,86.2,73.613206668,86.8,36.3,86.7,84.608821914,77.398908933,109.1,70.3,97.553053119,58.4,190.8
1994-03-31,357.36953661,172.968589689,279.176393155,166.46958499,280.959392112,143.715527417,734.681421704,904.546923212,356.169172768,54.647879574,62.688808538,50.512921111,47.17848599,101.060882772,147.899087744,63.6,90.47055762,138.3,64.498485887,30.040535596,114.428541261,81.5,43.4,81.31648601,128.2,51.9,104.574868702,127.022807105,100.078693159,77.198496936,60.888935877,106.93385069,83.1,76.229635248,76.350544207,63.099445203,77.094919702,72.2,101.671596288,78.677185488,94.552521281,34.913278531,102.4,96.374243927,80.717163022,106.788508827,73.512467256,106.529273799,82.872337401,198.788937296
1994-04-30,321.716839219,164.785887577,248.015231227,165.350460351,258.243157843,138.185360595,650.144701852,819.908643411,278.186490448,59.161415439,62.605595731,57.140034653,56.290831797,83.449295417,94.885911115,126.8,69.578825193,172.3,50.851865254,26.758674253,46.726040701,60.6,37.1,76.845497164,56.3,75.8,93.2903902,100.076403108,68.111834652,77.233969689,61.806849529,138.305221116,67.5,77.388096922,83.707837386,64.554535477,79.76638623,87.8,89.593074509,74.603633248,91.727862165,29.520475295,101.7,96.244201049,74.38413951,100.654033475,70.199648378,97.824100777,79.789673377,188.813985642
1994-05-31,305.667348187,161.220450584,240.786481921,154.296207869,247.375539696,139.365836989,609.861538357,754.362413635,292.397351396,58.385270678,66.26853191,48.224110216,51.758555188,67.356383666,107.234779898,113.1,45.291495394,156.4,55.743497886,28.656755512,75.035535106,65.9,37.7,76.915968882,69.1,83.1,87.780159534,90.826813279,67.035381873,80.927535499,62.8723343,116.624632267,80.1,76.327807097,79.228881279,64.084338115,69.038157771,91.4,95.174919326,77.579569645,96.876501648,37.951698311,97.1,98.457366474,78.305516962,103.130085175,66.421401268,96.570911634,86.532223872,184.350809719
1994-06-30,349.567636336,178.129627763,257.245346297,168.797568628,271.179838849,155.753788656,701.698597119,872.169341426,323.690909756,64.672559155,73.325872359,53.842139922,57.240238959,79.478299637,112.484293788,72.9,67.643795124,140.3,86.750022523,31.052773541,120.876627052,123.3,17.9,122.810921876,183.2,78.8,108.799861716,116.310792907,78.462944808,93.274567675,84.566418528,146.349019255,77,87.312740445,88.819711474,76.69493107,69.717173704,135.1,103.932418495,99.354843432,97.347884277,130.784938531,86.3,90.770096921,80.449849662,115.257151033,69.860723884,97.475306698,95.272466758,208.803775283
1994-07-31,335.988745234,148.775781849,199.50516426,139.630068777,200.84972696,137.358171641,741.541115588,946.050668679,295.839352966,57.955005895,69.448255282,54.716456528,47.831186576,61.44636478,86.332788302,64.8,48.827326343,143.9,46.555292718,27.939625248,59.846207585,56,44.6,63.615009092,51.8,53.3,97.460830438,103.852067772,80.491299916,89.559009676,84.536032748,109.44767469,82.2,80.471669912,80.643503887,68.315952694,53.875264549,120,105.135903686,103.547819578,101.744048945,166.101518918,59.6,83.390903827,74.346751419,87.269383771,62.137779154,90.053674897,98.362490974,148.874355576
1994-08-31,176.616201528,66.253762584,98.596451526,61.882399171,95.020329692,59.061175651,393.487712833,508.326554818,139.040344099,19.425996689,8.888808538,15.360654373,27.90979908,54.733166685,58.099707992,39,54.984261312,72.3,43.448386655,25.593745788,53.124553792,54.4,23,53.981560846,76,32.5,67.394873169,64.490007614,72.9102424,62.363893227,70.528864336,80.322681992,74.1,54.647738516,57.931346772,43.852130157,27.672609717,76.7,74.374552926,110.578631345,97.06105756,192.41977372,93.4,79.545441942,76.878176,102.302416218,68.121552991,93.419472557,83.066417816,75.605288652
1994-09-30,335.905689632,177.535862337,258.72831332,169.492208828,271.179838849,154.26947682,655.711570415,798.91861483,337.64056353,60.52561643,69.525872359,55.623681317,52.461923359,79.478299637,122.557514127,89.6,64.202613686,112.7,74.085043616,36.112490636,112.997200753,62.3,55.6,109.461908628,221.1,31.7,108.010026059,118.87357309,105.24549234,79.204669809,74.576701252,144.082334108,102.5,80.359507418,86.037886059,70.825928563,65.206639259,112.5,88.843853442,121.236564902,88.950774901,220.693367758,105.1,83.181283172,85.397564893,130.401862005,83.280297964,101.692045318,84.392586295,211.339458682
1994-10-31,342.518742105,185.535755402,276.033299064,173.750580129,252.558726553,168.097807079,684.93803208,846.203900958,335.422762014,63.904369332,69.948255282,70.845561251,58.123973561,81.653558566,162.822408342,66.3,56.896248916,129.5,70.764145857,31.698774827,82.358406651,71.5,63.8,119.252573314,75.5,92.5,107.206913482,101.999404521,133.948905669,89.765604854,84.536032748,187.59516772,66.6,89.795843252,95.738833133,76.501739925,70.724285508,107.4,107.672966999,116.619959823,95.240821074,112.419287302,108.6,88.332587016,92.014317347,122.218497176,187.953943556,103.884089171,103.566855575,197.027219174
1994-11-30,309.076794291,171.301325365,249.929375649,158.675668569,247.851482476,153.279935596,612.995172766,743.906228821,322.21735478,59.340775652,68.425872359,56.712401058,51.068247975,69.826659781,138.358644071,42.1,51.71604104,107.5,82.732254131,36.310910914,98.410895242,78.9,39.3,149.60782995,102.6,83.6,113.242687285,107.439630736,122.108577824,111.575273991,79.225381568,172.070968093,88.7,80.95549882,83.554113366,68.140113856,75.012148922,102.3,100.160277232,102.508965446,91.782358296,69.718815141,100.9,85.152403626,89.157828469,107.586453268,181.065576734,97.671434076,109.778974042,185.2999407
1994-12-31,287.922802228,149.690381046,198.164968045,137.664278969,241.251388754,132.146887159,586.00828509,730.108965502,269.395292492,51.262668928,61.56853191,57.447848553,41.446889454,68.05905831,141.742510754,99.1,42.580031146,70.1,128.984290682,36.973226518,256.757641411,137.1,35.7,226.134954145,202.8,83.9,107.242274905,100.060036286,99.90175744,127.214872801,74.805042086,136.798084148,86.1,88.948940554,78.026926064,79.805027309,75.670644544,119.7,125.230157008,82.396929726,90.840582543,45.36179244,96.3,86.413651921,85.323937177,91.38108813,104.448155166,98.480222061,97.98945212,149.63409064
1995-01-31,328.123722734,165.130648079,249.110212867,159.706594379,267.354327196,139.165310605,651.354172191,807.679911184,307.865984895,62.498322392,65.06853191,60.956879442,60.26818225,94.96145894,160.902326432,102,75.31845132,85.6,42.28817081,31.462311996,103.658361742,34.9,42.7,47.734030232,38.7,56.7,99.417300684,115.616009831,117.837980692,79.019814439,57.357217256,114.316227326,62.1,78.030658436,85.839634964,59.578408091,86.825281389,79.7,98.180443094,79.285718007,97.077698952,42.457836632,100.3,91.33150203,86.928147511,96.30160826,69.230765672,110.84049483,71.456923546,204.375815797
1995-02-28,326.4,162.922953409,234.4,155.8,248.9,140.842723088,659.2,818.1,309.3,61,61.4,63.4,60.4,94,145.8,79.6,76.9,165.5,49,29.7,82.9,60.8,35.1,63.6,39.8,54.5,96.632877587,111.417113399,80.3,85.2,55.7,101.7,71.9,80.4,86.9,60.598646369,76.6,92.8,107.8,75.123737585,88.8,38.2,95.7,87.233916628,78.405396696,107.7,68.6,100.276871562,67.6,181
1995-03-31,335.626479617,171.28877844,254.888406784,172.400805357,275.279626037,143.082133185,672.027284881,824.710739393,331.827375832,64.231333807,62.953178239,64.691986686,64.974411245,103.699803309,164.877549708,60.1,88.715740769,159.7,64.481328224,34.388507854,153.719459499,82.5,49.2,77.186749115,90.6,69.1,107.9741371,133.090152283,128.398217019,81.111815025,66.594199659,99.204871546,79.3,92.465557561,93.481002868,73.417593475,98.456232466,98.8,123.529011443,80.927900993,98.894218686,36.301874836,103.8,99.113816344,85.627013229,106.203366313,73.708500502,108.762795492,78.21440743,196.381125555
1995-04-30,301.373358694,167.19497304,249.011218877,165.448882086,296.463367829,134.257867389,572.350320674,715.205843973,263.145231668,63.481632018,63.920949402,67.312436015,63.545204555,76.149383803,100.080929314,45.5,66.769966112,184,56.265687575,31.008691272,70.692601775,67.2,39.8,81.35570158,41.6,88.8,95.827031668,104.707152966,77.15830553,77.963437549,63.622552739,130.784621465,66,86.639858407,94.395404243,67.178889411,87.49224721,83.6,112.857098641,78.586496483,95.959954494,31.932329675,101.2,100.695788609,82.452458361,111.253516693,76.305668685,99.234170476,87.892823249,174.491692486
1995-05-31,275.710400488,150.916817298,223.341114524,156.386510364,230.568343683,125.997174722,521.756024439,644.314516872,248.967899062,59.455323199,62.588808538,55.534673502,56.514860059,62.747666093,117.180829971,71.8,41.140706159,159.9,56.432961978,32.60979193,113.244516385,64.1,40.2,71.287124979,45.7,96.4,91.331334673,98.839010151,76.960811422,82.566281173,64.135034236,108.401378376,75.1,84.545595457,85.164031152,66.075834128,86.804607322,85.7,118.781699554,79.557900251,97.446986218,39.9717365,97.7,102.146914376,82.981181009,104.545462523,68.611636106,96.041432805,92.091157135,161.612324023
1995-06-30,318.580757216,170.113794514,238.856555209,169.194505885,280.432435892,142.296028009,610.021873626,753.223641947,292.255070265,65.956136665,69.125872359,62.947795939,63.113585217,74.849451951,113.669378534,57.7,61.842946414,151.4,79.859175153,35.318809523,171.520495,102.2,18.9,106.001053342,119.8,93.7,110.6757214,125.576228952,92.746970158,93.471349463,82.884980967,123.090858619,74.2,96.05394768,97.363889535,79.778644252,92.269845929,121.7,123.190192314,101.523302317,95.78563137,136.752312153,96.8,95.303673966,85.397564893,111.913513546,69.762050546,99.142389409,94.488331229,201.391777655
1995-07-31,322.214533085,148.367337699,200.221336645,140.848658468,210.551615108,134.294420601,691.45349493,870.529464144,302.263885324,58.775607748,64.148255282,64.108087127,53.885767156,57.013153898,85.102392269,46.1,44.48252188,155.9,52.429330773,35.762720317,88.301796821,63.2,47.8,59.93311146,33.1,78.4,100.948902264,110.85101783,89.841299402,95.343674661,77.073964561,107.594374461,72.2,88.88369586,87.330025566,73.368907775,70.412266601,128,121.373108889,104.474191721,94.087022581,173.279369097,71.4,86.685359286,78.738111736,88.510180696,62.035072081,89.117782201,101.172847859,152.028473279
1995-08-31,168.144928058,65.66309011,100.759085558,61.585838152,99.61021201,57.092469796,362.604650116,462.043278909,141.961359731,21.388218577,9.188808538,18.905420767,31.286785446,51.312343767,70.759948416,30.4,46.99009566,78.1,48.201012424,34.190872751,70.195659765,62.7,24.6,54.276542053,50.2,49.8,69.258777959,68.795865482,81.40655791,66.950908847,64.430134087,77.778967337,61.6,60.092712462,63.674967478,46.034815368,29.711644117,81.8,86.143930318,111.948632088,96.86809323,199.660311597,86.7,81.40443751,77.07504713,97.81632361,66.259237154,95.167446056,80.640412623,77.820475453
1995-09-30,320.709270039,172.042513819,265.766626386,163.338897573,253.588304684,150.280359334,611.989724769,758.503576194,291.259735355,61.281534423,63.105595731,65.403672821,59.501717033,70.198558812,112.853668752,51.5,57.526597831,118.7,80.699699207,47.179767761,163.391058812,70.6,54.8,110.931820052,147.5,49.9,109.040715818,118.87863642,115.900788063,80.473140108,88.727614332,145.180042048,84.5,87.136987053,92.550922248,76.300850642,79.563418326,118.3,96.732365519,126.866612094,96.410971666,231.444542707,102,84.516966468,87.285453679,134.677932114,85.04763156,102.999442208,86.489569615,194.723975478
1995-10-31,329.627497815,184.380851134,275.385122597,176.238330936,259.925029332,163.629529472,641.031125609,791.845015296,309.674006992,65.206917424,64.86853191,61.859201671,65.674298266,78.498795868,161.002639603,75.6,50.915273092,151.9,73.852547109,36.67263118,105.248518777,78.2,70.9,117.128880905,52.4,107.9,112.258284021,108.891814815,145.594035667,96.892148582,78.414936878,186.780069406,71.2,94.157662298,99.862445809,78.303050634,81.901162422,128.9,113.909350815,119.430385352,100.498053112,115.357141039,108,89.524944847,93.545515142,124.017191034,191.43811725,104.308643367,104.321078257,213.633607551
1995-11-30,295.909845656,164.176140255,249.237324372,162.744275456,236.925543416,141.90021152,575.333383655,697.715648857,303.355851085,60.723089893,64.125872359,50.477006177,58.036624892,72.879729531,147.04926554,70.7,48.76645695,130.7,85.766462177,41.767468565,138.274011811,81.4,40.9,147.827961517,84.2,100.4,111.663015971,108.425315422,126.175557264,108.328374483,75.961414537,161.427403057,91.4,85.723430039,87.329447859,69.333809281,91.485405156,121.3,108.895762263,105.170255895,94.32101927,71.906852136,108.9,86.532187944,89.256782774,110.43837936,185.505876981,100.319153675,102.427703459,188.420781806
1995-12-31,270.89283893,133.867570353,187.023302702,132.31853063,191.457473541,118.158665122,562.773103647,707.17160258,248.898818152,50.261863519,53.648255282,52.266465938,47.629367224,63.405225402,120.988943226,92.9,41.379090121,83.8,141.777457306,43.992209936,356.771612719,150.3,42,243.618893339,161,100.9,102.795528525,103.954993508,104.577711634,104.743755262,66.749733234,129.731016096,88,94.052531081,80.03563828,81.554695006,86.533243445,144.4,138.016244222,86.461400045,97.0239642,47.110960326,97.2,86.891262753,80.167856956,98.12635687,114.72380052,102.220279935,93.57447554,140.989061319
1996-01-31,288.023297974,151.901271423,223.832622258,150.059875305,193.165685644,137.02192751,555.204453388,681.716140688,273.21232881,60.338323048,60.988808538,64.298123753,59.395230783,94.316974734,148.88050173,92.9,79.356717567,87.2,42.649335866,31.918069071,119.631628769,40.5,48,43.263910332,29.9,58.7,94.470542739,109.407934009,114.107493187,67.926869618,56.757537966,116.619533415,66,77.51662909,84.569863493,59.428565529,94.28106679,75.7,96.034163419,80.732186602,100.052004661,43.939154514,106.3,91.579992199,85.73737682,97.328704848,69.39576909,110.316549713,71.421592889,193.588063937
1996-02-29,285.958831662,151.922960962,225.011477447,157.89202806,217.772191788,132.408935692,540.080401459,670.534841944,251.651916984,59.818547671,58.662936179,67.849410853,60.46296228,86.140470871,144.692311926,75.1,66.732105521,160.9,50.780585942,31.474954568,106.168365876,62.1,34.7,63.442220714,29.9,56.6,97.381310969,112.604136716,87.445723636,82.131128563,56.986309661,107.115698965,98.9,81.227293158,87.514584569,59.155396208,100.706160606,90.3,103.717706661,76.997098289,91.599987325,39.392458442,99.6,87.195711705,80.100459288,119.100378516,75.891523358,102.335501204,65.639324179,199.38714676
1996-03-31,303.952346771,162.191237891,234.731508221,168.266926519,222.230787822,141.912610005,599.829798605,746.662475033,281.332344414,65.352467236,64.812624983,71.968473606,65.316373841,93.819114009,153.594438096,70.2,75.516839471,157,66.16281341,39.318672622,147.861233144,78.9,51,78.444874555,73.7,71.6,110.990306142,139.464372479,121.342329451,80.093303209,63.785349982,106.152918726,84.4,93.84983166,95.135402331,73.975262384,112.534818999,94.9,123.808689669,83.064702186,100.275578135,37.607891076,108.5,99.760229393,86.214354806,117.772308193,80.62505229,108.875516879,80.355389451,212.692670431
1996-04-30,267.274996325,159.986252736,232.733733747,170.980723543,238.001297837,132.122013301,480.881580964,591.457490657,235.572322183,67.296750108,66.861502658,72.84524813,67.598308346,73.667618499,92.634124296,55.2,65.185808383,176.3,58.747183568,35.219599384,91.261511743,63.8,42.5,78.907500529,35.1,109.9,92.132581938,100.539837936,82.404310162,75.06904693,57.564509454,122.992307091,67.5,86.418753341,94.579982711,70.129606231,97.466766051,79.8,103.336817243,79.148749282,95.78563137,33.118923598,104.6,99.44302692,81.678819021,111.323459871,76.471837585,99.534644164,82.628281355,191.541622913
1996-05-31,244.878905186,147.077446212,209.480596413,158.067022802,215.138526528,123.142551232,444.893705407,552.241390169,206.126336454,59.651545388,58.388808538,61.738014691,60.487785195,64.409208653,111.390487451,58.5,47.282565135,151.9,57.03745675,38.044757252,121.694572104,64.6,45.6,67.059061015,44.3,118.4,87.211124087,93.35882741,82.493295941,77.881669475,56.265704882,107.227356227,78.5,82.86260351,85.956254698,68.159306375,78.357179093,81.1,107.012322163,80.53647221,97.446986218,40.864405553,94.9,99.603025704,82.193696492,109.129078883,72.728334272,99.82870872,89.179950903,164.501698111
1996-06-30,292.25443406,168.646924356,240.880046883,170.138129514,240.206328454,147.013862928,542.592603448,678.811721553,247.776797399,70.505636375,72.585319103,72.750788315,68.36954857,80.928199157,112.771603856,52.1,71.151745138,150.5,86.546857615,44.064982334,194.992907358,102.7,30.6,106.142963376,109.8,117.5,110.578984856,128.96603791,92.14408246,87.060069365,81.917891007,123.420856101,77,98.232515517,99.913441789,85.518827545,91.6935556,112.9,119.477776811,104.609201783,99.144466258,144.455777099,100,94.162488216,85.518145265,115.424220224,71.963069654,96.083879349,102.401447182,205.578681019
1996-07-31,275.808903668,148.061900337,179.105418425,144.029801265,173.438957383,141.549950977,553.625766476,680.531920409,271.07025068,60.534545237,64.488808538,61.934946158,56.713506316,56.394709245,79.396391496,34.7,47.57503461,152.4,52.837233427,42.689182163,86.479474017,64.5,48.5,53.293271364,30.8,72.4,106.634973996,120.661880709,103.635290349,92.618677108,72.791296525,115.934687162,72.4,89.099573667,87.936813562,78.477454647,81.949763512,101.8,111.957438714,108.32791584,100.148486826,174.368021752,84.6,87.568475447,85.245198997,99.084132391,68.611636106,92.836814724,86.948026126,152.173702
1996-08-31,151.380024848,67.275449218,95.071047422,65.926561544,89.151574371,60.659231207,308.889607431,397.475930979,114.206729144,24.377355283,13.86853191,19.049024826,34.539074545,54.306711719,60.890094853,30.5,53.827586543,82.8,44.929361145,34.368066926,72.85301175,61.4,26.1,44.123893492,37.8,45.9,72.130211091,70.252783752,82.867355469,69.983240996,59.362714363,89.827061858,72.4,60.501306413,66.107536845,49.465098482,22.30927369,65,81.349509992,116.720620306,102.912420754,207.482635618,98.1,82.800537555,81.814727069,96.703283373,67.023407926,99.284142242,72.763449575,85.835830071
1996-09-30,278.895149063,170.026784307,237.324050051,168.468382657,242.355941628,149.87719271,503.263140997,617.775241819,252.749401522,65.622730436,68.305595731,65.706001047,63.314643251,73.637681289,116.285712345,54.9,61.172649806,117.3,75.757412266,52.813172867,171.80798763,71.7,68.9,88.342067605,112.8,45.9,105.607952542,113.824272626,112.882538374,77.132745613,84.291233616,145.281142356,88.6,88.544043361,94.661203862,80.417080742,76.721867671,95.8,95.425171391,129.899280113,100.686854253,239.4773251,108.7,83.20270742,96.659064756,128.703497532,84.744611495,105.536374282,86.489569615,190.953809548
1996-10-31,289.008329772,185.864938721,232.28655529,183.670124056,267.092088087,166.454080043,519.782665799,629.41307836,275.159672565,66.617433089,65.488808538,66.07050695,67.63905044,80.535945265,140.832907042,90.4,59.761262738,127.5,72.795381469,43.677357676,131.64090167,75.6,68.2,105.209963762,41.3,96.3,111.638086851,107.548586293,150.858997487,94.960982957,82.923058069,182.853949625,74.1,92.663556613,98.136691711,78.675880575,85.251057303,100.8,110.869513072,122.223637655,104.490184232,118.724984094,109,88.057684807,99.912098131,124.050212993,193.484813819,112.841400323,101.504057285,204.278748064
