Belgium,Bulgaria,Czechia,Denmark,Germany (until 1990 former territory of the FRG),Estonia,Ireland,Greece,Spain,France,Croatia,Italy,Cyprus,Latvia,Lithuania,Luxembourg,Hungary,Malta,Netherlands,Austria,Poland,Portugal,Romania,Slovenia,Slovakia,Finland,Sweden,United Kingdom,Iceland,Norway,United States,Japan
177,118,112,100,832,21,80,634,2407,1381,136,1395,28,47,51,9,125,5,298,119,516,307,196,43,141,129,172,744,2,53,3617,840
183,115,101,94,747,19,84,611,2387,1320,123,1448,25,44,48,8,117,5,291,103,481,290,192,40,139,119,175,706,4,50,3391,950
181,109,106,90,748,18,88,598,2332,1308,111,1406,23,42,49,8,103,5,273,124,464,274,192,39,137,136,188,731,5,49,3356,900
181,105,118,90,770,20,93,575,2257,1293,106,1375,26,41,51,8,102,4,267,118,459,269,181,39,136,137,179,729,2,53,3869,910
188,102,118,99,761,20,91,601,2201,1342,107,1261,28,40,50,8,105,4,258,111,477,271,192,38,134,107,154,761,2,57,3960,810
184,99,108,102,724,26,87,603,2186,1462,106,1201,28,39,49,8,105,4,243,136,487,272,191,38,132,94,169,746,3,57,3944,810
168,96,119,105,717,23,75,560,2187,1422,107,1411,26,38,47,8,105,4,260,125,475,279,190,37,131,100,138,749,3,54,3616,770
154,96,104,99,702,22,72,601,2170,1463,116,1444,24,38,45,8,98,4,263,113,452,271,180,39,127,105,155,714,3,52,3422,750
151,96,101,94,680,20,71,601,2165,1470,120,1532,30,39,47,8,95,4,259,117,437,267,180,39,123,94,151,674,3,47,3202,790
159,98,101,89,611,21,73,594,2093,1441,122,1468,29,40,52,8,87,4,236,102,427,263,193,39,118,94,145,659,2,45,3075,700
178,105,101,91,690,20,74,615,2161,1463,126,1522,28,41,46,8,91,4,263,111,430,266,163,40,113,119,172,677,3,45,3636,760
186,107,102,89,739,17,73,598,2175,1436,124,1455,28,40,45,8,98,4,255,103,416,265,170,39,109,105,167,664,3,50,3424,740
183,104,103,83,708,17,69,560,2157,1378,117,1433,27,38,44,7,102,4,245,114,395,258,168,37,106,111,162,657,1,53,3112,770
171,95,101,80,716,19,65,574,2080,1293,107,1393,23,36,41,7,99,4,240,98,377,249,150,36,105,128,172,619,3,54,3046,860
160,88,82,81,603,21,64,562,2016,1269,94,1357,22,35,39,7,96,4,232,107,370,237,147,35,104,148,179,644,4,53,3136,900
154,86,82,84,606,19,69,505,1943,1242,88,1270,23,37,41,7,95,3,218,105,364,232,141,36,101,114,184,660,3,52,3510,840
164,88,83,87,641,17,76,545,1910,1298,89,1341,24,39,40,7,101,4,206,100,376,230,162,38,101,100,169,682,1,49,3713,740
163,89,82,88,695,15,74,527,1916,1381,90,1225,23,40,40,7,98,4,193,112,386,237,164,38,102,105,149,685,3,49,3629,750
154,86,84,85,662,17,66,519,1937,1299,87,1352,19,39,41,8,96,4,217,107,382,235,155,35,105,102,156,680,2,47,3158,790
152,89,76,83,720,18,62,544,1963,1304,94,1384,16,36,39,8,91,4,203,98,362,232,165,34,108,93,154,666,2,46,2880,730
145,89,67,76,586,18,60,553,1966,1304,97,1416,22,36,40,8,92,4,198,111,353,215,157,31,107,81,140,648,2,43,2877,720
141,85,65,79,603,19,60,549,1910,1311,96,1296,23,35,46,8,90,4,184,110,345,216,165,30,102,103,154,647,4,45,2747,720
136,81,84,76,588,22,59,541,1968,1407,99,1460,25,37,41,8,91,4,201,96,347,215,148,32,96,122,179,658,4,46,3110,640
132,76,71,80,615,21,59,579,1969,1410,96,1330,24,37,41,8,90,4,196,106,330,207,140,32,91,112,143,657,2,46,3114,670
134,74,60,76,610,18,60,519,1930,1358,89,1475,21,35,42,8,90,4,187,100,304,197,151,30,88,110,167,629,2,45,2898,690
140,74,70,74,591,16,61,517,1877,1286,80,1430,16,32,39,8,83,4,176,93,277,184,131,28,88,102,167,597,4,43,2576,720
136,73,64,73,583,16,64,511,1821,1250,70,1261,14,30,37,8,77,3,169,90,263,182,127,27,89,130,145,605,3,46,2549,670
131,71,64,73,587,17,68,479,1751,1208,69,1296,16,29,40,8,80,3,165,91,261,175,130,27,88,89,200,625,2,47,3238,720
135,73,62,76,558,17,72,505,1713,1230,69,1193,20,30,39,8,87,4,151,104,276,176,131,29,85,88,166,638,3,50,3456,680
130,72,83,72,585,19,69,503,1712,1314,69,1021,19,29,38,8,93,3,147,119,289,188,133,29,84,96,161,652,2,49,3220,700
123,69,68,70,590,20,62,468,1724,1270,67,1212,16,29,39,8,88,3,166,108,293,184,125,26,85,90,167,661,1,53,2765,680
126,67,61,65,601,20,62,484,1747,1321,74,1411,13,30,39,8,81,3,163,86,291,187,141,24,86,76,143,625,4,53,2742,620
125,65,62,70,604,17,60,525,1741,1334,76,1322,17,31,40,8,77,3,156,92,303,188,134,22,85,67,142,579,1,48,2709,660
124,65,66,76,510,16,57,469,1702,1331,76,1266,18,31,44,8,73,3,146,99,322,194,132,22,81,74,155,561,1,45,2613,630
122,71,60,80,582,15,50,514,1772,1358,80,1384,21,30,44,8,76,4,172,90,360,199,138,26,78,83,167,587,2,46,3109,710
116,71,49,85,584,16,47,527,1791,1322,79,1350,22,29,44,8,76,4,163,107,357,195,132,27,74,87,167,575,2,48,2880,630
113,69,55,81,601,14,48,471,1788,1260,73,1279,20,27,45,8,74,4,159,95,325,189,129,26,70,74,180,552,2,45,2701,680
112,65,57,79,570,18,54,455,1741,1181,65,1298,15,24,40,8,70,4,145,102,272,185,133,25,69,96,155,525,3,41,2323,770
111,62,58,68,555,19,57,444,1700,1154,57,1155,13,22,39,8,68,4,140,92,245,173,129,25,69,116,167,554,4,40,2532,700
115,60,51,67,523,17,63,411,1648,1136,55,1133,15,23,41,8,70,4,140,86,236,174,128,24,70,74,200,,4,45,3066,650
129,62,60,69,509,,69,,1622,1171,58,1154,17,25,42,8,,4,133,97,250,175,130,26,70,83,188,,2,,3329,630
,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,
