Belgium,Bulgaria,Czechia,Denmark,Germany (until 1990 former territory of the FRG),Estonia,Ireland,Greece,Spain,France,Croatia,Italy,Cyprus,Latvia,Lithuania,Luxembourg,Hungary,Malta,Netherlands,Austria,Poland,Portugal,Romania,Slovenia,Slovakia,Finland,Sweden,United Kingdom,Iceland,Norway,United States,Japan
225,166,106,88,1111,26,120,553,2372,1661,144,1691,28,53,68,9,139,6,301,143,645,316,381,42,137,145,233,868,5,88,4499,1320
219,164,110,92,1047,26,121,517,2323,1591,132,1600,26,52,69,9,134,6,296,162,621,303,351,39,131,145,206,840,5,86,4022,1300
209,156,92,92,1039,27,123,521,2251,1541,119,1557,25,52,70,9,131,6,284,159,600,285,341,38,127,162,212,847,3,85,3851,1260
203,147,102,93,1030,29,125,514,2175,1449,111,1596,27,53,70,8,126,6,261,154,573,276,335,36,127,126,235,898,2,81,4275,1190
212,137,112,90,1048,27,123,487,2128,1382,109,1494,28,56,66,9,122,6,259,166,555,268,326,35,129,107,187,915,2,78,4307,1220
212,129,91,91,1043,27,120,523,2133,1461,107,1364,27,56,61,9,122,5,241,153,544,277,318,35,131,101,181,892,3,77,4052,1310
211,124,91,90,904,25,108,504,2127,1460,108,1634,26,55,60,9,114,5,253,147,542,277,341,36,134,104,178,884,2,78,4044,1270
211,121,96,92,995,27,100,484,2115,1582,117,1660,24,52,58,10,110,5,247,139,528,279,295,40,130,111,183,854,3,75,4025,1200
209,117,86,91,997,25,94,547,2107,1630,121,1760,27,52,62,10,110,5,236,139,518,276,305,41,128,120,176,826,1,71,3865,1180
207,117,90,95,907,23,93,545,2064,1601,124,1633,28,53,72,11,111,5,222,147,512,267,303,44,130,113,192,821,3,68,4095,1220
206,117,91,97,1044,21,92,517,2097,1586,129,1682,30,52,72,10,111,5,246,145,518,263,305,44,133,123,212,840,4,65,4513,1210
201,118,86,102,1122,21,91,538,2102,1523,126,1618,31,51,74,10,109,5,249,170,513,259,314,41,132,137,224,855,3,71,4464,1150
194,121,71,96,981,22,91,515,2073,1472,117,1704,29,51,72,9,107,5,244,149,506,256,322,36,128,149,200,815,2,72,4172,1110
189,126,77,89,1047,25,93,461,1985,1445,107,1495,24,51,65,9,104,5,231,152,508,243,291,32,124,150,214,779,3,73,3509,1110
185,124,67,83,950,28,95,483,1898,1435,94,1524,22,51,60,8,100,5,224,144,499,224,316,30,120,149,208,782,6,72,3435,1200
185,121,68,85,944,27,96,464,1821,1388,87,1495,21,49,61,8,99,5,207,119,471,218,308,28,116,136,223,797,2,69,3741,1080
204,118,72,89,929,24,94,428,1796,1396,87,1448,21,47,56,9,94,5,207,152,444,212,280,29,118,107,193,794,1,69,3728,1170
206,113,68,89,941,21,93,457,1813,1479,88,1395,21,44,54,8,91,5,195,133,431,207,280,28,117,97,177,777,2,65,3659,1140
197,106,60,84,888,22,88,434,1823,1418,89,1480,21,43,55,8,87,6,207,139,433,205,282,28,117,111,176,777,4,64,3398,1110
183,101,63,79,871,18,86,437,1833,1446,94,1569,20,44,50,8,87,6,203,128,424,207,262,28,110,104,183,750,5,61,3361,1080
172,100,59,77,871,19,83,479,1820,1443,97,1588,24,44,53,8,83,6,197,137,417,207,268,27,106,109,168,742,2,63,3409,1060
170,103,56,79,897,21,80,459,1809,1444,96,1466,25,44,63,9,84,6,187,130,406,205,257,29,105,125,167,723,2,63,3531,1030
175,110,56,76,957,25,75,453,1844,1510,100,1610,25,43,61,9,87,5,206,147,400,204,271,31,106,116,197,733,4,62,4078,960
175,112,67,77,1022,27,73,458,1852,1480,97,1593,23,43,62,9,88,6,202,130,381,203,270,30,103,121,194,757,3,64,3977,990
174,114,52,76,899,25,74,455,1826,1429,89,1538,21,44,64,8,87,6,198,125,364,199,261,28,99,130,185,744,3,66,3773,1030
174,114,50,78,922,21,78,425,1743,1375,78,1550,17,46,51,8,87,6,194,133,350,186,260,28,95,131,199,696,5,65,3355,1080
168,111,52,75,883,19,81,402,1672,1354,68,1450,16,46,44,8,88,6,184,101,348,170,249,27,92,132,207,675,4,64,3206,910
163,105,55,74,897,18,82,383,1607,1304,65,1449,16,44,47,8,87,6,173,117,352,161,241,26,92,104,202,707,4,63,3574,970
175,102,61,76,881,19,80,374,1595,1320,63,1310,17,42,44,9,86,6,173,126,371,159,229,25,92,95,173,753,2,65,3274,1040
171,97,53,76,889,18,77,395,1619,1410,61,1164,16,39,44,9,86,5,171,104,377,165,231,24,90,90,176,761,3,65,3150,1000
166,92,54,77,836,20,72,370,1616,1365,61,1371,16,38,45,8,85,6,177,116,379,156,221,23,90,80,162,749,2,59,3002,940
166,89,47,76,797,16,71,382,1608,1378,68,1523,14,36,42,8,87,5,176,135,357,160,226,22,84,95,160,710,2,56,3029,1010
164,87,39,79,794,14,69,393,1574,1379,70,1526,19,36,45,8,90,5,167,102,343,161,240,21,82,101,157,703,5,50,2941,1010
166,89,58,76,815,14,68,389,1540,1382,72,1370,19,37,54,9,96,5,160,119,332,161,232,22,82,72,171,686,2,53,3417,960
170,95,56,81,896,15,66,419,1559,1430,77,1535,18,38,51,9,93,5,184,124,335,156,238,25,88,98,183,699,4,58,4032,950
168,96,51,81,788,16,65,410,1573,1392,76,1587,18,38,51,9,90,5,176,126,319,158,233,24,87,113,191,689,5,60,3745,930
164,95,59,86,909,14,66,381,1579,1343,70,1445,18,38,51,9,89,5,174,125,300,156,221,22,82,117,211,681,4,56,3680,1060
162,93,51,81,823,17,70,397,1575,1287,62,1408,16,39,48,9,90,5,168,113,280,157,225,21,78,124,183,674,5,52,3064,990
158,91,48,78,763,17,73,352,1537,1262,55,1372,14,39,49,8,88,5,162,111,277,155,214,20,76,133,206,713,9,57,2971,950
157,89,43,71,814,16,76,332,1491,1216,53,1272,15,38,53,8,88,5,160,102,283,145,206,20,76,102,227,,3,60,3225,970
169,91,58,71,844,,77,,1469,1211,53,1276,15,37,50,9,,5,156,108,300,144,213,21,77,86,202,,3,,3227,930
