,"Textiles, industries de l'habillement, industrie du cuir et de la chaussure 001562874",Textiles 001563047,Préparation de fibres textiles et filature 001563401,Tissage 001563404,Ennoblissement textile 001563407,Autres textiles 001563410,Industrie de l'habillement 001563050,"Vêtements, autres qu'en fourrure 001563413",Articles à mailles 001563416,Industrie automobile 001562965,Construction de véhicules automobiles 001562980,Carrosseries et remorques 001562983,Equipements automobiles 001562986,Autres matériels de transport 001562967,Navale 001562989,Locomotives et autre matériel ferroviaire roulant 001562992,Aéronautique et spatiale 001563059,Matériels de transport n.c.a. 001563062,"Produits informatiques, électroniques et optiques 001562888",Composants et cartes électroniques 001562745,Ordinateurs et d'équipements périphériques 001562748,Equipements de communication 001562751,Produits électroniques grand public 001562814,"Instruments et d'appareils de mesure, d'essai et de navigation - horlogerie 001562817","Equipements d'irradiation médicale, d'équipements électro médicaux et électro thérapeutiques",Matériels optique et photographique 001562823,Equipements électriques 001562890,"Moteurs, génératrices et transformateurs électriques etmatériel de distribution et de commande électrique",Piles et accumulateurs électriques 001562829,Fils et câbles et matériel d'installation électrique 001562892,Appareils d'éclairage électrique 001562895,Appareils ménagers 001562898,Autres matériels électriques 001562901,Machines et équipements n.c.a. 001562953,Machines d'usage général 001562904,Autres machines d'usage général 001562907,Machines agricoles et forestières 001562910,Machines de formage des métaux et machines-outils 001562974,Autres machines d'usage spécifique 001562977,Industries alimentaires 001563038,Transformation et conservation de la viande et préparation de produits à base de viande  001563291,Transformation et conservation de fruits et légumes 001563294,Fabrication d'huiles et graisses végétales et animales 001563297,Fabrication de produits laitiers 001563340,Travail des grains - fabrication de produits amylacés 001563343,Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires 001563346,Fabrication d'autres produits alimentaires001563349,Fabrication d'aliments pour animaux 001563352,Fabrication de boissons 001563041,Fabrication de produits à base de tabac 001563044
1990-12-31,359.10147272,172.13309124,238.452775591,163.148511205,248.111133306,155.289446328,734.918334468,923.182851587,328.871276583,50.496011985,59.269901555,64.203019922,41.054758102,89.27480048,116.927517234,64.712811644,81.18619718,158.455478923,63.632572137,29.208471138,33.426397745,75.927910684,42.712107333,116.417145419,71.279602404,50.992617957,101.318606935,114.324565653,97.974199358,81.766938998,65.96214224,116.88535408,80.058843489,85.908299697,81.591476494,72.364073747,78.880762221,179.012757412,110.352629298,91.84340276,88.906566511,87.65107672,100.460463499,84.376991402,77.857011431,110.026993485,93.15196844,91.708467368,78.141281918,191.760964504
1991-01-31,365.056212069,168.462160353,222.744574555,160.048278997,240.744312929,153.286347485,771.637242253,952.183378337,346.542934548,50.493647312,60.471656034,82.523015717,40.485913751,91.222525492,117.670448822,70.873294445,82.69622731,153.404098353,67.707469019,27.427278525,46.680619995,87.85365621,45.892810685,120.917694698,70.129831861,55.317504479,98.856986887,107.130910591,94.562835215,87.093486642,65.273121657,118.089015556,80.121232175,84.940656326,79.349040436,74.083386193,85.412360307,145.003453605,104.559215588,93.536803876,95.735433444,88.41926603,103.90343393,85.005018986,78.253060258,116.3699186,96.316182092,91.844296647,92.847690441,195.599708848
1991-02-28,359.879132958,163.546793388,218.217768033,155.58903698,240.345791563,146.352009999,769.162520406,945.762864693,331.624316546,49.552844839,56.305609024,82.635489136,40.458462007,90.417345521,118.120796337,60.826744799,82.136118429,147.076010198,65.125749949,27.229453779,48.773216017,81.48623553,44.574440332,116.742536933,65.679324787,55.277174781,100.358117397,112.973400274,105.794922049,82.228929562,64.667986057,112.926912978,79.889164584,84.081135601,78.10409107,74.547145436,76.948735801,148.76646421,104.785364034,93.185544918,93.303902347,88.510293809,103.879682062,83.215671972,78.836526095,116.337719728,97.550116976,92.756050125,88.8953131,187.0357497
1991-03-31,366.285561798,167.255695737,221.999753193,154.535331243,239.150461105,153.913624086,767.037194774,953.776383314,331.627726009,50.525262881,58.995282912,82.086635517,41.149151599,94.871321001,120.600226001,74.932860432,85.043643826,163.908579274,65.311055666,26.996164919,51.452239077,80.660265351,45.863243564,118.036801723,66.794121246,54.71921492,101.431191472,111.95316511,97.848138221,88.015999215,65.590814814,117.063105482,79.393354342,83.851402636,80.577567886,74.178524176,76.45489128,145.160160267,108.032766248,93.18239828,95.818717231,89.47495238,99.125828811,83.354150833,79.514829684,114.3625905,97.664843586,93.860432011,82.891079216,185.725120758
1991-04-30,345.840684304,161.024254754,213.916161802,157.167894893,235.998621586,144.295326235,738.439138877,921.22802529,334.326448596,50.248847454,55.472440422,81.665862583,41.17053871,88.258782917,119.222766915,70.841344118,79.244634351,124.662718093,67.286234577,26.877639947,44.413314027,83.634441083,46.850127249,118.778715735,66.252195161,52.727135487,99.69805286,111.244956714,93.605395487,85.158376367,67.36914467,120.108652257,76.574165901,81.411364194,76.423443764,71.560615899,74.43366147,124.869897792,99.824286713,93.224142362,92.673436805,90.54547355,116.086290074,83.833003047,78.924279889,114.552252725,97.608160333,92.252629233,89.685985071,187.979704319
1991-05-31,338.794843217,162.336689959,201.578979704,155.439984989,235.963054563,148.031684297,709.599355135,911.987040488,297.271038731,50.706983986,56.96019443,81.673884588,41.63233415,92.206546358,118.419877548,101.316176866,80.668378592,123.551792786,63.276269182,26.189021934,46.179281569,78.540170975,41.308563912,114.672058059,71.87535088,52.475695295,97.316713218,108.353450847,92.237958427,82.370440539,62.132879873,111.982633489,75.958775819,80.082771826,77.136524979,70.965208124,67.532296039,123.732978587,97.333757831,91.103966415,89.020711487,89.82366248,101.087727976,84.779096426,79.055861327,107.925689669,92.951140354,95.1082425,81.96907277,158.028863953
1991-06-30,349.671306436,167.232845487,209.515497224,158.206501336,242.16371245,152.501762138,730.614970234,920.707326975,323.738246273,51.936669032,61.817473622,81.354042511,41.901736234,91.964133753,123.011861282,67.751934366,82.485362274,127.530253378,67.388082814,26.474012713,48.649466068,83.745419622,41.857910538,119.324235414,71.629736607,52.119309149,102.677788724,115.34738196,91.507614509,86.535792661,67.598819954,120.96585065,75.822188892,80.308832502,79.124458665,72.236987219,69.672562865,127.546565502,98.658084872,93.461197418,91.460472486,91.074386696,104.805138851,86.5009852,79.232969428,113.034213451,95.462319235,96.706938092,84.267963048,189.803166514
1991-07-31,351.380549519,166.353361401,212.165012666,157.677300423,246.957912443,150.354254854,732.902409084,913.117201683,331.234889691,52.769360203,62.46026536,79.903867346,42.802211156,89.628674905,118.588711715,88.432854642,79.741429619,123.874696949,66.096809194,26.57592176,61.038283094,80.86252423,45.003056325,114.569274902,72.863388435,51.535887297,100.403546427,111.638151677,89.324083412,86.918149285,68.077567949,118.177843491,74.669350236,78.567204019,77.404157374,68.897610258,65.883845758,126.272779342,93.857277007,93.718131767,95.346189891,90.909447425,124.908773476,85.482775615,78.567391382,110.952404135,94.557344445,92.135277962,83.534817918,186.567525805
1991-08-31,355.234443739,170.45331384,211.954137841,156.676355235,252.234536633,149.254640877,736.791188928,906.045290825,341.542778562,54.499108221,65.669775518,77.878507245,42.881150314,89.422508813,119.608912129,64.041618097,80.101574584,118.999782178,64.980167385,26.008450673,60.461952534,80.096347329,44.87112998,115.527288358,68.883326966,51.267746417,101.230689014,113.51534199,90.551255211,88.383367234,68.540963488,120.160372492,73.553927094,78.402513041,77.457933264,69.525976137,74.386649925,125.543255064,94.093193629,92.438418126,90.233190152,91.081887952,105.139658152,86.01875952,79.822236482,109.729974857,92.018142419,92.639085358,81.545170439,161.056455035
1991-09-30,346.761714442,160.739502039,203.853585786,152.796215053,254.374349401,143.064768506,740.209961518,910.543970882,360.664322649,53.128415309,64.269476332,77.007842443,43.03151397,89.266531168,120.240271937,73.890684714,79.323375443,124.702277389,65.06592075,25.599417488,64.844819444,79.829728722,43.20275725,117.713918383,67.749402631,50.94399438,98.658457858,109.650058405,92.233024547,83.942149577,61.533213893,117.043443349,73.07540843,78.203682361,77.337461475,69.457765394,64.400932401,122.584425551,94.513649118,92.167743007,94.474947938,91.43806558,113.481684227,84.319715802,79.362951667,100.654434732,86.620839849,90.724282043,90.310989534,182.511537156
1991-10-31,341.221378325,158.212486975,211.630616371,155.34457864,246.672176879,137.868240475,718.350973425,882.671057809,335.720106456,52.481322284,63.288037666,73.988707255,43.485979732,85.23937303,118.619935654,66.297512037,75.820942787,114.887188134,66.941306289,25.514764553,61.344170681,85.506623546,41.812461515,119.512705451,64.135853945,51.731815308,100.032286281,112.120978378,90.485066551,87.179540857,63.624872709,116.10775005,72.736769995,78.501499993,74.801409192,68.931679376,62.234672282,140.589454045,99.897282012,92.587146523,94.355081606,91.43633139,118.186637986,85.261794379,79.40520928,107.024190952,91.144134316,92.895658965,81.495479636,184.766257888
1991-11-30,340.153243346,156.581877793,210.251731727,154.276119616,237.720390448,137.573309709,720.338598205,894.837954687,327.744461532,52.652821916,61.27203205,72.831568673,43.755081054,85.854454747,120.851684491,60.433668825,76.914588766,118.787034359,68.308960648,25.254422502,65.18869326,85.085024541,40.47102642,122.293446049,73.75595387,51.504024668,99.144234958,110.017520424,92.761185109,82.075337463,70.650538646,113.073819797,72.503071284,78.7970242,75.361482915,68.688152524,72.144955575,137.004569565,100.572519407,94.402607654,91.149085147,91.871160239,111.179936576,85.406035589,79.11948539,115.615118168,99.12845608,91.017557643,85.714721201,188.08540812
1991-12-31,337.293565531,156.296134639,215.321532491,155.730416727,222.186597892,138.543081077,715.022136628,879.355419574,334.525426767,54.43533125,65.464324641,72.175626934,43.703426297,86.706143282,119.7521341,78.405540123,75.891110767,118.840451183,61.312007376,24.892058478,66.198794056,70.266985349,42.436765627,107.610419319,72.649593407,51.197509019,99.058728511,108.320216936,87.396332562,86.506938361,66.609210326,115.319623066,72.559467325,78.659002901,75.504373622,68.485413444,64.765083873,136.469040952,100.166166987,90.829824909,94.047022228,92.219728043,108.24960441,84.426860143,78.753189522,96.393574025,81.674331451,91.940520027,87.660316311,184.479043983
1992-01-31,336.565667174,164.175902219,223.508686194,161.98561939,245.742742579,143.450841265,689.555342518,861.521314973,321.219764019,54.361329588,65.456276548,70.313151332,44.364734793,83.184611702,115.021533512,81.618068848,71.866045835,120.487588754,65.102230467,25.847118338,53.857300725,81.622280271,40.704008117,121.166764028,75.438604353,56.417425579,101.937180188,114.116973713,91.645695259,82.867652542,65.689944594,117.666055387,85.743249067,77.858083619,76.565355637,65.837116503,64.484652032,122.292105878,96.658235576,93.269493049,93.561447243,91.918121988,113.825696489,84.5435494,79.436107212,109.347476713,94.355866783,93.503953217,82.932110143,182.403155268
1992-02-29,340.297875768,161.424737997,228.951418635,160.003647088,243.877872279,142.516764236,697.664750552,864.915352252,337.480928066,54.894354673,68.040685113,68.798078591,44.669798722,84.800139242,118.371962491,84.007561509,72.77053243,123.384266255,61.917006174,25.890247694,55.944178778,66.022361388,38.832816909,112.853661368,74.771224993,56.291590973,101.398727022,112.884266799,87.864722977,90.418546462,65.849535008,124.020905746,84.920682444,78.319495638,78.594525153,65.274362847,66.451227092,122.321666093,97.929658958,93.156957157,94.373550633,92.773329559,115.539933237,85.820916229,78.942506844,113.490569278,97.016042049,91.906234369,82.117879783,200.320347244
